timestamp,url,structured_dom_chars,model_used,few_shot_config,auto_success,auto_success_with_vision,aborted_max_resumes,overall_timeout_seconds,strategy_type,verified,cmp_type,settings_extracted,handled,banner_dismissed,vision_banner_dismissed,heuristic_vision_mismatch,llm_calls,human_review_count,test_rule_count,analyze_screenshot_count,model_aborted,abort_reason,abort_code,abort_explanation,last_error,final_test_error,error_history,duration_seconds,extraction_duration_seconds,extraction_share_percent,banner_status_baseline,banner_status_audit,final_rule
2026-08-28T07:48:35.148098,https://www.twitch.tv,248028,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,GRANULAR_CONSENT,,,True,,False,,False,1,0,0,0,False,,,,,,[],157.1,15.9,10.12,{},{},"{""Twitch"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[data-a-target='consent-banner']""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[data-a-target='consent-banner']"", ""displayFilter"": true}}}], ""methods"": [{""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": ""[data-a-target='consent-banner']""}}}, {""name"": ""DO_CONSENT"", ""action"": {""type"": ""consent"", ""consents"": [{""type"": ""F"", ""trueAction"": {""target"": {""selector"": ""button[data-a-target='consent-banner-accept']""}}, ""falseAction"": {""target"": {""selector"": ""button"", ""textFilter"": ""Reject""}}}]}}]}}"
2026-08-28T07:56:57.705167,https://kb.synology.com,201928,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,GRANULAR_CONSENT,,,True,True,False,False,False,6,0,4,0,False,,,,Selector Failed: ACTION_TARGET_NOT_FOUND: .scb_btn,,"[""Banner not found or matchers failed."", ""Selector Failed: ACTION_TARGET_NOT_FOUND: .scb_btn_reject"", ""Selector Failed: ACTION_TARGET_NOT_FOUND: .scb_btn""]",501.99,20.68,4.12,"{""hasTcfApi"": false, ""tcfVisible"": null, ""tcfHidden"": null, ""scrollLocked"": false, ""heuristicBannerFound"": false, ""showingMatcherFound"": false}","{""hasTcfApi"": false, ""tcfVisible"": null, ""tcfHidden"": null, ""scrollLocked"": false, ""heuristicBannerFound"": false, ""showingMatcherFound"": false}","{""synology"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": "".scb_header""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": "".scb_header""}}}], ""methods"": [{""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": "".scb_header""}}}, {""name"": ""DO_CONSENT"", ""action"": {""type"": ""consent"", ""consents"": [{""type"": ""F"", ""trueAction"": {""type"": ""click"", ""target"": {""selector"": "".scb_btn_accept""}}}]}}]}}"
2026-08-28T07:58:31.745052,https://t3n.de,39254,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,MODEL_ABORTED,,Sourcepoint,True,,False,,False,1,0,0,0,True,"SOURCEPOINT_FIRST_LAYER_NO_REJECT: The first layer of the Sourcepoint banner only shows ""Zustimmen"" and ""Einstellungen"" buttons without a ""Reject"" option, and the settings menu is inaccessible due to the Sourcepoint architecture restriction.",SOURCEPOINT_FIRST_LAYER_NO_REJECT,"The first layer of the Sourcepoint banner only shows ""Zustimmen"" and ""Einstellungen"" buttons without a ""Reject"" option, and the settings menu is inaccessible due to the Sourcepoint architecture restriction.","SOURCEPOINT_FIRST_LAYER_NO_REJECT: The first layer of the Sourcepoint banner only shows ""Zustimmen"" and ""Einstellungen"" buttons without a ""Reject"" option, and the settings menu is inaccessible due to the Sourcepoint architecture restriction.",,"[""SOURCEPOINT_FIRST_LAYER_NO_REJECT: The first layer of the Sourcepoint banner only shows \""Zustimmen\"" and \""Einstellungen\"" buttons without a \""Reject\"" option, and the settings menu is inaccessible due to the Sourcepoint architecture restriction.""]",93.39,7.0,7.5,{},{},null
2026-08-28T08:02:49.550095,https://www.garmin.com,17652,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,GRANULAR_CONSENT,,TrustArc,True,,False,,False,1,0,0,0,False,,,,,,[],257.39,7.54,2.93,{},{},"{""TrustArc"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[class^='truste']""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[class^='truste']"", ""displayFilter"": true}}}], ""methods"": [{""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": ""[class^='truste']""}}}, {""name"": ""OPEN_OPTIONS"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""#truste-show-consent""}}}, {""name"": ""DO_CONSENT"", ""action"": {""type"": ""consent"", ""consents"": [{""type"": ""A"", ""parent"": {""selector"": ""#pop-frame05067782238890906""}, ""trueAction"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label='Accept Functional Cookies']""}}, ""falseAction"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label='Refuse Functional Cookies']""}}}, {""type"": ""F"", ""parent"": {""selector"": ""#pop-frame05067782238890906""}, ""trueAction"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label='Accept Advertising Cookies']""}}, ""falseAction"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label='Refuse Advertising Cookies']""}}}]}}, {""name"": ""SAVE_CONSENT"", ""action"": {""type"": ""list"", ""actions"": [{""type"": ""wait"", ""waitTime"": 500}, {""type"": ""click"", ""parent"": {""selector"": ""#pop-frame05067782238890906""}, ""target"": {""selector"": "".submit""}}]}}]}}"
2026-08-28T08:24:33.582717,https://store.steampowered.com,260322,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,GRANULAR_CONSENT,,,True,True,False,False,False,21,1,7,1,False,,,,No rule found in agent message,"Selector Failed: ACTION_TARGET_NOT_FOUND: button, a","[""Invalid JSON: Expecting ':' delimiter: line 1 column 594 (char 593)"", ""Selector Failed: ACTION_TARGET_NOT_FOUND: button, a"", ""Selector Failed: ACTION_TARGET_NOT_FOUND: a, button"", ""Selector Failed: ACTION_TARGET_NOT_FOUND: a, button"", ""Selector Failed: ACTION_TARGET_NOT_FOUND: button, a""]",1303.63,17.22,1.32,"{""hasTcfApi"": false, ""tcfVisible"": null, ""tcfHidden"": null, ""scrollLocked"": false, ""heuristicBannerFound"": true, ""showingMatcherFound"": true}","{""hasTcfApi"": false, ""tcfVisible"": null, ""tcfHidden"": null, ""scrollLocked"": false, ""heuristicBannerFound"": true, ""showingMatcherFound"": true}","{""Steam"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": "".cookieMessage""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": "".cookieMessage"", ""displayFilter"": true}}}], ""methods"": [{""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": "".cookieMessage""}}}, {""name"": ""DO_CONSENT"", ""action"": {""type"": ""consent"", ""consents"": [{""type"": ""F"", ""trueAction"": {""type"": ""click"", ""target"": {""selector"": ""*"", ""textFilter"": ""Accept""}}, ""falseAction"": {""type"": ""click"", ""target"": {""selector"": ""*"", ""textFilter"": ""Reject""}}}]}}]}}"
2026-08-28T08:26:50.109947,https://www.msn.com,57960,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),True,True,False,,DECLINE_FALLBACK,,Sourcepoint,True,True,True,True,False,3,0,1,0,False,,,,No rule found in agent message,,[],136.2,9.56,7.02,"{""hasTcfApi"": true, ""tcfVisible"": true, ""tcfHidden"": false, ""scrollLocked"": false, ""heuristicBannerFound"": true, ""showingMatcherFound"": false}","{""hasTcfApi"": true, ""tcfVisible"": false, ""tcfHidden"": true, ""scrollLocked"": false, ""heuristicBannerFound"": false, ""showingMatcherFound"": false}","{""Sourcepoint"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[id*='cmp-banner']""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[id*='cmp-banner']"", ""displayFilter"": true}}}], ""methods"": [{""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": ""[id*='cmp-banner']""}}}, {""name"": ""SAVE_CONSENT"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""#cmp-reject-all-handler""}}}]}}"
2026-08-28T08:48:03.697944,https://theconversation.com,324882,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),True,True,False,,DECLINE_FALLBACK,,Didomi,True,True,True,True,False,16,0,3,0,False,,,,No rule found in agent message,,[],1273.05,8.07,0.63,"{""hasTcfApi"": true, ""tcfVisible"": null, ""tcfHidden"": null, ""scrollLocked"": true, ""error"": ""API timeout"", ""heuristicBannerFound"": true, ""showingMatcherFound"": true}","{""hasTcfApi"": true, ""tcfVisible"": null, ""tcfHidden"": null, ""scrollLocked"": false, ""error"": ""API timeout"", ""heuristicBannerFound"": false, ""showingMatcherFound"": false}","{""Didomi"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": "".didomi-popup-container""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": "".didomi-popup-container"", ""displayFilter"": true}}}], ""methods"": [{""name"": ""SAVE_CONSENT"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""#didomi-notice-disagree-button""}}}, {""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": "".didomi-popup-container""}}}]}}"
2026-08-28T09:18:05.040807,https://www.dailymotion.com,82230,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,,1800,UNKNOWN,,Sourcepoint,True,True,False,,False,11,0,3,0,False,,,,ABORTED: overall timeout reached (1800s),"No CMP detected in 5 seconds, stopping engine...","[""No CMP detected in 5 seconds, stopping engine..."", ""No CMP detected in 5 seconds, stopping engine..."", ""No CMP detected in 5 seconds, stopping engine...""]",1800.1,17.03,0.95,"{""hasTcfApi"": true, ""tcfVisible"": true, ""tcfHidden"": false, ""scrollLocked"": false, ""heuristicBannerFound"": true, ""showingMatcherFound"": false}","{""hasTcfApi"": true, ""tcfVisible"": true, ""tcfHidden"": false, ""scrollLocked"": true, ""heuristicBannerFound"": true, ""showingMatcherFound"": false}",null
2026-08-28T09:33:52.999686,https://www.gutefrage.net,248408,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,GRANULAR_CONSENT,,consentmanager.net,True,True,False,False,False,9,0,4,0,False,,,,No rule found in agent message,Selector Failed: ACTION_TARGET_NOT_FOUND: .cmpboxbtnsave,"[""No CMP detected in 5 seconds, stopping engine..."", ""No CMP detected in 5 seconds, stopping engine..."", ""Ruleset structure invalid: 2 validation errors for CoMRule\n`consentmanager.net`.detectors.0.showingMatcher\n  Field required [type=missing, input_value={'presentMatcher': {'type...Filter': 'Accept all'}}}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.12/v/missing\n`consentmanager.net`.detectors.1.presentMatcher\n  Field required [type=missing, input_value={'showingMatcher': {'type...Filter': 'Accept all'}}}, input_type=dict]\n    For further information visit https://errors.pydantic.dev/2.12/v/missing"", ""Selector Failed: ACTION_TARGET_NOT_FOUND: .cmpboxbtnsave""]",947.94,8.51,0.9,"{""hasTcfApi"": true, ""tcfVisible"": true, ""tcfHidden"": false, ""scrollLocked"": true, ""heuristicBannerFound"": true, ""showingMatcherFound"": true}","{""hasTcfApi"": true, ""tcfVisible"": true, ""tcfHidden"": false, ""scrollLocked"": true, ""heuristicBannerFound"": true, ""showingMatcherFound"": true}","{""consentmanager.net"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": ""#cmpbox""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": ""#cmpbox""}}}], ""methods"": [{""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": ""#cmp\uff0ecmpbox""}}}, {""name"": ""DO_CONSENT"", ""action"": {""type"": ""consent"", ""consents"": [{""type"": ""D"", ""trueAction"": {""type"": ""click"", ""target"": {""selector"": ""a.cmptxt_btn_yes""}}}]}}]}}"
2026-08-28T09:35:49.744808,https://www.asus.com,335560,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,GRANULAR_CONSENT,,,True,,False,,False,1,0,0,0,False,,,,,,[],116.1,34.59,29.79,{},{},"{""asus"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[aria-label=\""Cookie Setting\""]""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[aria-label=\""Cookie Setting\""]"", ""displayFilter"": true}}}], ""methods"": [{""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": "".cookie-policy-wrap-inline""}}}, {""name"": ""OPEN_OPTIONS"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label=\""Cookie Setting\""]""}}}, {""name"": ""DO_CONSENT"", ""action"": {""type"": ""consent"", ""consents"": [{""type"": ""F"", ""matcher"": {""type"": ""checkbox"", ""target"": {""selector"": ""input[name=\""cookie-analytics\""]""}}, ""toggleAction"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label=\""Analytics / Targeting and Advertising Cookies\""]""}}}, {""type"": ""E"", ""matcher"": {""type"": ""checkbox"", ""target"": {""selector"": ""input[name=\""cookie-video\""]""}}, ""toggleAction"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label=\""YouTube Cookies\""]""}}}]}}, {""name"": ""SAVE_CONSENT"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label=\""Confirm My Choices\""]""}}}]}}"
2026-08-28T09:37:18.424258,https://allegro.pl,9348,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,MODEL_ABORTED,,,False,,False,,False,1,0,0,0,True,"NO_BANNER_DETECTED: I checked the main frame and the only identified iframe, which contained a DataDome security challenge (""You have been blocked""). No cookie consent interface or CMP was detected in the provided DOM.",NO_BANNER_DETECTED,"I checked the main frame and the only identified iframe, which contained a DataDome security challenge (""You have been blocked""). No cookie consent interface or CMP was detected in the provided DOM.","NO_BANNER_DETECTED: I checked the main frame and the only identified iframe, which contained a DataDome security challenge (""You have been blocked""). No cookie consent interface or CMP was detected in the provided DOM.",,"[""NO_BANNER_DETECTED: I checked the main frame and the only identified iframe, which contained a DataDome security challenge (\""You have been blocked\""). No cookie consent interface or CMP was detected in the provided DOM.""]",88.1,75.96,86.22,{},{},null
2026-08-28T09:38:55.466388,https://www.doctolib.fr,246720,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,GRANULAR_CONSENT,,Didomi,True,,False,,False,1,0,0,0,False,,,,,,[],96.59,7.17,7.42,{},{},"{""Didomi"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[class*=\""didomi\""]""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[class*=\""didomi\""]"", ""displayFilter"": true}}}], ""methods"": [{""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": ""[class*=\""didomi\""]""}}}, {""name"": ""OPEN_OPTIONS"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""#didomi-notice-learn-more-button""}}}, {""name"": ""DO_CONSENT"", ""action"": {""type"": ""consent"", ""consents"": [{""type"": ""B"", ""trueAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria-describedby=\""didomi-purpose-mesureda-DETQz67A\""]"", ""textFilter"": ""Agree""}}, ""falseAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria-describedby=\""didomi-purpose-mesureda-DETQz67A\""]"", ""textFilter"": ""Disagree""}}}, {""type"": ""B"", ""trueAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria-describedby=\""didomi-purpose-analytics-NGqxWbmn\""]"", ""textFilter"": ""Agree""}}, ""falseAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria:describedby=\""didomi-purpose-analytics-NGqxWbmn\""]"", ""textFilter"": ""Disagree""}}}, {""type"": ""E"", ""trueAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria-describedby=\""didomi-purpose-displayta-V8kMenYa\""]"", ""textFilter"": ""Agree""}}, ""falseAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria-describedby=\""didomi-purpose-displayta-V8kMenYa\""]"", ""textFilter"": ""Disagree""}}}, {""type"": ""E"", ""trueAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria-describedby=\""didomi-purpose-displayta-VrPPVnHh\""]"", ""textFilter"": ""Agree""}}, ""falseAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria-describedby=\""didomi-purpose-displayta-VrPPVnHh\""]"", ""textFilter"": ""Disagree""}}}, {""type"": ""F"", ""trueAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria-describedby=\""didomi-purpose-adsperfor-zxYrhLTd\""]"", ""textFilter"": ""Agree""}}, ""falseAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria-describedby=\""didomi-purpose-adsperfor-zxYrhLTd\""]"", ""textFilter"": ""Disagree""}}}, {""type"": ""B"", ""trueAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria-describedby=\""didomi-purpose-analytics-P8YGj7DH\""]"", ""textFilter"": ""Agree""}}, ""falseAction"": {""type"": ""click"", ""target"": {""selector"": ""button[aria-describedby=\""did\uff0epurpose-analytics-P8YGj7DH\""]"", ""textFilter"": ""Disagree""}}}]}}, {""name"": ""SAVE_CONSENT"", ""action"": {""type"": ""list"", ""actions"": [{""type"": ""wait"", ""waitTime"": 500}, {""type"": ""click"", ""target"": {""selector"": ""#btn-toggle-save""}}]}}]}}"
2026-08-28T09:41:15.180173,https://www.royalmail.com,20601,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,GRANULAR_CONSENT,,,True,,False,,False,2,0,0,0,False,,,,No rule found in agent message,,[],139.16,16.15,11.61,{},{},"{""trustarc"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[id^='truste']""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[id^='truste']"", ""displayFilter"": true}}}], ""methods"": [{""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": ""[id^='truste']""}}}, {""name"": ""OPEN_OPTIONS"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""#truste-show-consent""}}}, {""name"": ""DO_CONSENT"", ""action"": {""type"": ""consent"", ""consents"": [{""type"": ""A"", ""matcher"": {""type"": ""checkbox"", ""parent"": {""selector"": ""#pop-frame0061760168314361485"", ""iframeFilter"": true, ""childFilter"": {""selector"": "".catDivContainer"", ""childFilter"": {""target"": {""selector"": ""h2"", ""textFilter"": ""Functional""}}}}, ""target"": {""selector"": "".truste-switch-wrapper input""}}, ""toggleAction"": {""type"": ""click"", ""target"": {""selector"": "".truste-switch-wrapper input""}}}, {""type"": ""B"", ""matcher"": {""type"": ""checkbox"", ""parent"": {""selector"": ""#pop-frame0061760168314361485"", ""iframeFilter"": true, ""childFilter"": {""selector"": "".catDivContainer"", ""childFilter"": {""target"": {""selector"": ""h2"", ""textFilter"": ""Performance""}}}}, ""target"": {""selector"": "".truste-switch-wrapper input""}}, ""toggleAction"": {""type"": ""click"", ""target"": {""selector"": "".truste-switch-wrapper input""}}}, {""type"": ""F"", ""matcher"": {""type"": ""checkbox"", ""parent"": {""selector"": ""#pop-frame0061760168314361485"", ""iframeFilter"": true, ""childFilter"": {""selector"": "".catDivContainer"", ""childFilter"": {""target"": {""selector"": ""h2"", ""textFilter"": ""Targeting""}}}}, ""target"": {""selector"": "".truste-switch-wrapper input""}}, ""toggleAction"": {""type"": ""click"", ""target"": {""selector"": "".truste-switch-wrapper input""}}}]}}, {""name"": ""SAVE_CONSENT"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""#pop-frame0061760168314361485"", ""iframeFilter"": true, ""childFilter"": {""target"": {""selector"": "".declineAllButtonLower""}}}}}]}}"
2026-08-28T09:48:20.675513,https://www.pcgamer.com,70379,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,GRANULAR_CONSENT,,Sourcepoint,True,True,False,False,False,10,0,4,0,False,,,,No rule found in agent message,,"[""Selector Failed: ACTION_TARGET_NOT_FOUND: [aria-label='REJECT ALL']"", ""Invalid JSON: Expecting ',' delimiter: line 1 column 3935 (char 3934)"", ""Invalid JSON: Expecting ',' delimiter: line 1 column 1395 (char 1394)""]",425.07,8.45,1.99,"{""hasTcfApi"": true, ""tcfVisible"": true, ""tcfHidden"": false, ""scrollLocked"": true, ""heuristicBannerFound"": true, ""showingMatcherFound"": false}","{""hasTcfApi"": true, ""tcfVisible"": true, ""tcfHidden"": false, ""scrollLocked"": true, ""heuristicBannerFound"": true, ""showingMatcherFound"": false}","{""Sourcepoint"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[class*='message-container']"", ""iframeFilter"": true}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[class*='message-container']"", ""iframeFilter"": true}}}], ""methods"": [{""name"": ""OPEN_OPTIONS"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label='More Options']"", ""iframeFilter"": true}}}, {""name"": ""DO_CONSENT"", ""action"": {""type"": ""consent"", ""consents"": [{""type"": ""D"", ""matcher"": {""type"": ""css"", ""target"": {""selector"": ""[aria-label='Store and/or access information on a device'][aria-checked='true']"", ""iframeFilter"": true}}, ""toggleAction"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label='Store and/or access information on a device']"", ""iframeFilter"": true}}}, {""type"": ""F"", ""matcher"": {""type"": ""css"", ""target"": {""selector"": ""[aria-label='Use limited data to select advertising'][aria-checked='true']"", ""iframeFilter"": true}}, ""toggleAction"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label='Use limited data to select advertising']"", ""iframeFilter"": true}}}, {""type"": ""E"", ""matcher"": {""type"": ""css"", ""target"": {""selector"": ""[aria-label='Use limited data to select content'][aria-checked='true']"", ""iframeFilter"": true}}, ""toggleAction"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label='Use limited data to select content']"", ""iframeFilter"": true}}}]}}, {""name"": ""SAVE_CONSENT"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""[aria_label='SAVE & EXIT']"", ""iframeFilter"": true}}}, {""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": ""[class*='message-container']"", ""iframeFilter"": true}}}]}}"
2026-08-28T09:48:54.168721,https://www.bestbuy.ca,607,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,MODEL_ABORTED,,,False,,False,,False,1,0,0,0,True,"NO_BANNER_DETECTED: The extracted DOM shows an ""Access Denied"" error page from Akamai, indicating the request was blocked by a web application firewall and no consent interface was loaded.",NO_BANNER_DETECTED,"The extracted DOM shows an ""Access Denied"" error page from Akamai, indicating the request was blocked by a web application firewall and no consent interface was loaded.","NO_BANNER_DETECTED: The extracted DOM shows an ""Access Denied"" error page from Akamai, indicating the request was blocked by a web application firewall and no consent interface was loaded.",,"[""NO_BANNER_DETECTED: The extracted DOM shows an \""Access Denied\"" error page from Akamai, indicating the request was blocked by a web application firewall and no consent interface was loaded.""]",32.94,23.89,72.53,{},{},null
2026-08-28T10:03:18.326598,https://www.wp.pl,604565,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),False,False,False,,GRANULAR_CONSENT,,,True,True,False,False,False,26,2,8,0,False,,,,No rule found in agent message,Selector Failed: ACTION_TARGET_NOT_FOUND: button | Selector Failed: ACTION_TARGET_NOT_FOUND: button,"[""Banner not found or matchers failed."", ""Banner not found or matchers failed."", ""Invalid JSON: Expecting property name enclosed in double quotes: line 1 column 703 (char 702)"", ""Selector Failed: ACTION_TARGET_NOT_FOUND: button"", ""Selector Failed: ACTION_TARGET_NOT_FOUND: button | Selector Failed: ACTION_TARGET_NOT_FOUND: button"", ""Invalid JSON: Expecting ',' delimiter: line 1 column 474 (char 473)"", ""Invalid JSON: Expecting ',' delimiter: line 1 column 474 (char 473)"", ""Selector Failed: ACTION_TARGET_NOT_FOUND: button | Selector Failed: ACTION_TARGET_NOT_FOUND: button""]",863.76,34.99,4.05,"{""hasTcfApi"": true, ""tcfVisible"": true, ""tcfHidden"": false, ""scrollLocked"": true, ""heuristicBannerFound"": true, ""showingMatcherFound"": true}","{""hasTcfApi"": true, ""tcfVisible"": true, ""tcfHidden"": false, ""scrollLocked"": true, ""heuristicBannerFound"": true, ""showingMatcherFound"": true}","{""wp.pl"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[role='dialog']""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": ""[role='dialog']"", ""displayFilter"": true}}}], ""methods"": [{""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": ""[role='dialog']""}}}, {""name"": ""OPEN_OPTIONS"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""button"", ""textFilter"": ""Odrzucam""}}}, {""name"": ""DO_CONSENT"", ""action"": {""type"": ""consent"", ""consents"": [{""type"": ""F"", ""matcher"": {""type"": ""css"", ""target"": {""selector"": ""[aria-label*='reklam']""}}, ""toggleAction"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label*='reklam']""}}}, {""type"": ""B"", ""matcher"": {""type"": ""css"", ""target"": {""selector"": ""[aria-label*='pomiar']""}}, ""toggleAction"": {""type"": ""click"", ""target"": {""selector"": ""[aria-label*='pomiar']""}}}]}}, {""name"": ""SAVE_CONSENT"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""button"", ""textFilter"": ""Zapis""}}}]}}"
2026-08-28T10:05:59.205740,https://www.foreca.fi,379882,gemma4:26b,cookiebot+swedbank+mock (filteredHtml: False/False/True),True,True,False,,DECLINE_FALLBACK,,,True,True,True,True,False,3,0,1,0,False,,,,No rule found in agent message,,[],160.03,17.86,11.16,"{""hasTcfApi"": true, ""tcfVisible"": true, ""tcfHidden"": false, ""scrollLocked"": true, ""heuristicBannerFound"": true, ""showingMatcherFound"": false}","{""hasTcfApi"": true, ""tcfVisible"": false, ""tcfHidden"": true, ""scrollLocked"": false, ""heuristicBannerFound"": false, ""showingMatcherFound"": false}","{""Gravito"": {""detectors"": [{""presentMatcher"": {""type"": ""css"", ""target"": {""selector"": ""#gravitoCMPRoot""}}, ""showingMatcher"": {""type"": ""css"", ""target"": {""selector"": ""#gravitoCMPRoot""}}}], ""methods"": [{""name"": ""HIDE_CMP"", ""action"": {""type"": ""hide"", ""target"": {""selector"": ""#gravitoCMPRoot""}}}, {""name"": ""SAVE_CONSENT"", ""action"": {""type"": ""click"", ""target"": {""selector"": ""#gravitoTCFCMP-layer1-reject-all""}}}]}}"
